cluster,names,scores,logfoldchanges,pvals,pvals_adj
2,AIF1,72.66172,4.0984335,0.0,0.0
2,DUSP1,72.214165,2.6033595,0.0,0.0
2,TSPO,72.072296,2.7150235,0.0,0.0
2,TKT,71.87965,3.1736898,0.0,0.0
2,AP1S2,71.72872,3.4501922,0.0,0.0
3,GNLY,45.77591,8.498224,0.0,0.0
3,NKG7,45.22502,6.717204,0.0,0.0
3,PRF1,44.377075,6.1737294,0.0,0.0
3,CTSW,43.299576,4.8314843,0.0,0.0
3,GZMA,42.650074,5.394789,0.0,0.0
3,CST7,42.11409,5.1724405,0.0,0.0
3,GZMB,41.669548,7.016523,0.0,0.0
3,KLRD1,41.022785,6.3465586,0.0,0.0
3,CD247,40.361183,3.8730955,0.0,0.0
3,HOPX,40.300785,4.830214,0.0,0.0
3,CD7,39.03159,3.5841234,0.0,0.0
3,KLRF1,37.960056,6.973493,0.0,0.0
3,GZMM,37.959007,3.7729955,0.0,0.0
3,SPON2,37.90124,6.604244,0.0,0.0
3,IL2RB,36.888805,5.363252,6.9863007148364825e-298,7.109725360798594e-295
3,CLIC3,36.849503,6.1551924,2.9786055727027072e-297,2.8417758792066766e-294
3,HLA-A,35.63707,1.1833634,3.73696801491673e-278,3.3555774557472874e-275
3,FGFBP2,35.27052,6.5788026,1.663144459637007e-272,1.410438898686606e-269
3,PLAC8,34.48822,2.571851,1.2046016998881971e-260,9.678023657259647e-258
3,HLA-B,34.33211,0.9559591,2.6045555922496693e-258,1.9879270557845603e-255
3,FCGR3A,34.129375,4.3286824,2.705495051254142e-255,1.9666372360664037e-252
3,IFITM2,34.030563,2.3765552,7.870656042200279e-254,5.461162022008512e-251
3,HCST,33.94869,2.1856003,1.2753231357599345e-252,8.464264203206696e-250
3,HLA-C,33.836704,1.1873976,5.6940880956474105e-251,3.621677282502405e-248
3,CCL4,33.220074,5.3975787,5.5237851832694465e-242,3.243099262408004e-239
4,CD79A,65.518616,7.4320536,0.0,0.0
4,MS4A1,63.720455,6.802128,0.0,0.0
4,CD74,63.481247,3.8381205,0.0,0.0
4,CD37,62.681114,2.5595899,0.0,0.0
4,CD79B,62.6573,5.4867907,0.0,0.0
4,HLA-DQA1,59.598755,4.543905,0.0,0.0
4,HLA-DRA,59.158703,4.042621,0.0,0.0
4,HLA-DQB1,57.590645,4.0289607,0.0,0.0
4,HLA-DPB1,56.95283,3.5552075,0.0,0.0
4,HLA-DRB1,56.463284,3.5484884,0.0,0.0
4,HLA-DPA1,55.346024,3.4637659,0.0,0.0
4,BANK1,54.839985,6.107073,0.0,0.0
4,LINC00926,53.167946,6.7060733,0.0,0.0
4,RPS11,48.02035,0.9375124,0.0,0.0
4,CD22,46.03206,6.2922873,0.0,0.0
4,HLA-DQA2,45.810642,3.3974376,0.0,0.0
4,RPL18A,45.638546,0.92838025,0.0,0.0
4,RALGPS2,44.159214,5.272975,0.0,0.0
4,HLA-DRB5,44.04966,2.8198698,0.0,0.0
4,TCL1A,43.114075,6.7663326,0.0,0.0
4,TNFRSF13C,42.490646,5.93254,0.0,0.0
4,VPREB3,41.915886,7.0962844,0.0,0.0
4,HLA-DMA,40.906017,2.4978478,0.0,0.0
4,RPS23,40.871956,0.8404715,0.0,0.0
4,HLA-DMB,40.800224,2.5892034,0.0,0.0
5,CD8B,36.913605,5.5860615,2.795890034359284e-298,4.2679261374494474e-294
5,CD8A,29.815508,3.9208782,2.4592937761318757e-195,1.8770559746326542e-191
5,RPS12,28.902107,1.0138342,1.123297185454967e-183,5.715710511990023e-180
5,RPS14,26.923927,0.83224005,1.1524947345900202e-159,4.3982080308791646e-156
5,RPS3A,26.724512,0.8368771,2.4431653046673083e-157,7.458983675149292e-154
5,RPL32,26.339363,0.8082015,6.795102994347638e-153,1.7287874534786116e-149
5,RPL21,25.791197,0.7974599,1.1131320199893105e-146,2.427422897876689e-143
5,RPL9,24.923332,0.785228,4.156716163483466e-137,7.931534029446889e-134
5,RPS16,24.647804,0.8275497,3.8852193258528495e-134,6.589763667682638e-131
5,RPL13,24.558395,0.79516137,3.5180476706451875e-133,5.370299769239879e-130
5,RPS15A,24.317719,0.74909043,1.2733685458781863e-130,1.7670882593482287e-127
5,RPS3,24.110104,0.9384985,1.9585785767286133e-128,2.4914751644801903e-125
5,RPS6,24.105568,0.9773016,2.185225824669336e-128,2.565959401044416e-125
5,RPS28,23.801672,0.75623214,3.2091887612812794e-125,3.4991618886399095e-122
5,EEF1B2,23.706072,1.0064129,3.121566695022104e-124,3.176714373300828e-121
5,RPS25,23.66195,0.88522446,8.892365439484737e-124,8.483872402108406e-121
5,RPL5,23.64824,0.7883989,1.230595018848799e-123,1.1050019389839362e-120
5,RPL35A,23.433493,0.6829063,1.947846501128539e-121,1.6518820466515082e-118
5,RPLP2,23.307163,0.7587246,3.750481105154236e-120,3.0132154773778638e-117
5,RPS5,23.164164,1.0202029,1.0465947716497617e-118,7.988134594616807e-116
5,LDHB,23.129345,1.6604855,2.346617799763061e-118,1.628232759699233e-115
5,RPS18,22.876072,0.87312704,8.04275003719189e-116,5.115524138238925e-113
5,RPS13,22.747702,0.63420504,1.5121706318620285e-114,9.233313878149545e-112
5,RPL3,22.684153,0.9203021,6.423306957517534e-114,3.771222334865583e-111
5,RPS27A,22.680014,0.80191284,7.056697790741316e-114,3.989647843543192e-111
6,CCL5,52.21779,4.9605017,0.0,0.0
6,NKG7,51.633244,4.945153,0.0,0.0
6,GZMA,48.534836,4.4854555,0.0,0.0
6,IL32,45.81481,3.230335,0.0,0.0
6,CST7,45.744488,4.130945,0.0,0.0
6,CTSW,45.082703,3.5099738,0.0,0.0
6,GZMK,44.697483,5.3496714,0.0,0.0
6,KLRG1,43.343033,4.0661635,0.0,0.0
6,HCST,38.866425,1.8337386,0.0,0.0
6,LYAR,38.722694,3.0621233,0.0,0.0
6,CD3D,36.72268,2.39868,3.1742006653563516e-295,4.404924832424065e-292
6,GZMM,36.6751,2.6837618,1.821953045538125e-294,2.3176761033449565e-291
6,PRF1,34.913002,3.0759885,4.720160833399179e-267,5.5425580862952665e-264
6,HLA-C,33.061504,0.82445294,1.0631973564040067e-239,1.15926483182194e-236
6,HLA-A,32.51897,0.76614606,5.751812465981832e-232,5.853427819547511e-229
6,B2M,32.226696,0.5915106,7.462789108263022e-228,7.11996723360219e-225
6,CD3E,31.860004,1.9895723,9.568135495767202e-223,8.591622843699196e-220
6,HOPX,31.575903,2.6934295,7.910156423142737e-219,6.70825209995966e-216
6,CD8A,31.231375,3.8307214,3.9970913412333644e-214,3.211347332838279e-211
6,KLRB1,30.661709,3.5903008,1.8450124825244327e-206,1.4082057772867733e-203
6,HLA-B,29.552568,0.579803,6.0865786032550865e-192,4.424362970413757e-189
6,CALM1,28.689796,1.0031911,5.114948910201668e-181,3.253320629759519e-178
6,SYNE2,28.122849,2.2563436,5.149233438245502e-174,2.911224016104355e-171
6,ARL4C,28.103258,1.7938925,8.937734550283056e-174,4.872661353931102e-171
6,LCK,28.047703,1.7614619,4.2606346250426284e-173,2.242709915561232e-170
7,SEC61B,16.873775,2.8613093,7.016513572221228e-64,9.715126865375429e-60
7,C12orf75,16.838564,4.1416006,1.272863002342015e-63,9.715126865375429e-60
7,HSP90B1,16.381126,3.155998,2.608698147880954e-60,1.3273925742467587e-56
7,STMN1,15.9792385,4.759332,1.7830974718136212e-57,6.804745726808732e-54
7,PPIB,15.688707,2.481555,1.80698045090472e-55,5.516711316612111e-52
7,MZB1,15.623212,6.4243784,5.0591315330759185e-55,1.2871273808733982e-51
7,SPCS1,15.612654,2.571022,5.9701284376765326e-55,1.3019144371590324e-51
7,DERL3,15.279249,6.8183894,1.0514501559040272e-52,2.006298328734372e-49
7,ITM2C,15.07281,5.841461,2.444896062770424e-51,4.1468153775767245e-48
7,PARK7,14.958194,1.9383698,1.3771360737497813e-50,2.1021982165790414e-47
7,TXN,14.754229,2.686117,2.8897691372960666e-49,4.010211443711314e-46
7,SUB1,14.549078,2.0119956,5.91958227493504e-48,7.530201952240281e-45
7,CCDC50,14.345842,5.032776,1.1311845513708501e-46,1.3282717058981559e-43
7,HERPUD1,14.300815,2.6826377,2.1626355541969655e-46,2.358045123915477e-43
7,TCF4,14.024741,4.966773,1.1001297770293968e-44,1.049592565397109e-41
7,MAPKAPK2,13.980489,3.7864015,2.0507538357390682e-44,1.8414563119151103e-41
7,PPP1R14B,13.937571,4.196037,3.744733949425559e-44,3.175742429887842e-41
7,UBE2J1,13.759603,2.7701583,4.459725734200188e-43,3.499132948270447e-40
7,PDIA4,13.757607,3.045058,4.5845174559717615e-43,3.499132948270447e-40
7,SEL1L3,13.51021,3.187903,1.3613172895180493e-41,9.895480202139535e-39
7,OSTC,13.498957,2.2582521,1.5860701306321625e-41,1.10051638836818e-38
7,IRF7,13.443735,4.3899746,3.350879615764486e-41,2.2239642319410818e-38
7,TAGLN2,13.414294,2.0020728,4.986593589148825e-41,3.171681297431534e-38
7,MANF,13.327134,2.8211195,1.6096234062959349e-40,9.828360518842977e-38
7,P4HB,13.277021,2.052204,3.146645425214206e-40,1.8281623990517692e-37
8,LST1,38.60918,4.616488,0.0,0.0
8,AIF1,38.218998,4.298999,0.0,0.0
8,COTL1,37.5216,3.2392373,4.0945639354285064e-308,2.0834506158105384e-304
8,FCER1G,37.119457,3.9673572,1.363940952245449e-301,5.2051396590066945e-298
8,FCGR3A,37.088886,6.1218123,4.243851911969563e-301,1.2956479887243077e-297
8,SAT1,36.233326,3.1646826,1.8192433445074642e-287,4.6284582756510734e-284
8,FTL,34.9878,2.903879,3.44883662362723e-268,7.520927294238524e-265
8,SERPINA1,33.99642,3.6333013,2.5160972957566365e-253,4.801028152465632e-250
8,MS4A7,33.3237,4.311565,1.7519581926378664e-243,2.9715157567352256e-240
8,S100A11,33.317043,2.8351917,2.1873960251470816e-243,3.3390600323870205e-240
8,RHOC,33.11422,4.074308,1.8550883552725338e-240,2.5743567039304755e-237
8,FTH1,33.07588,2.4638429,6.606622865622261e-240,8.404174836976984e-237
8,CEBPB,32.42063,3.052552,1.4054313386561395e-230,1.6503007218912284e-227
8,PSAP,32.19742,3.108858,1.9180420989009853e-227,2.0913509028373958e-224
8,SPI1,32.071487,3.244647,1.1016465965261821e-225,1.121109019731478e-222
8,CFD,31.623856,3.3634136,1.7355058112175457e-219,1.6557810130147397e-216
8,CD68,31.562428,3.175758,1.2108807444267716e-218,1.0872996802161569e-215
8,TYROBP,31.312992,3.4518747,3.105673232974402e-215,2.6337834389641246e-212
8,IFITM3,31.191916,4.257839,1.3714686649264547e-213,1.1018667984264384e-210
8,CST3,31.013954,3.7962213,3.4956055545613537e-211,2.6680209395189535e-208
8,NPC2,30.789482,2.7098603,3.624054040873422e-208,2.634342139711085e-205
8,LRRC25,30.784458,3.5221584,4.2310179790232715e-208,2.935749520445011e-205
8,HCK,30.702198,3.2886863,5.3198787955258506e-207,3.5307804266827004e-204
8,ACTB,30.682184,1.2814227,9.838892864858329e-207,6.2579458159192665e-204
8,YBX1,30.231737,1.4838618,9.068817539459365e-201,5.537419989593888e-198
9,PPBP,23.319548,12.249702,2.8084842682639027e-120,4.2871512355048473e-116
9,PF4,23.1916,11.995653,5.53462543761935e-119,4.224302865262969e-115
9,NRGN,23.164202,8.895109,1.0456549490783218e-118,5.320640932560194e-115
9,GNG11,22.935802,11.363143,2.0420633185442292e-116,7.793024139394415e-113
9,TUBB1,22.797617,11.058106,4.84155254702775e-115,1.478125992607572e-111
9,OAZ1,22.723936,3.393903,2.5984649590460947e-114,6.610927933306439e-111
9,TAGLN2,22.317806,4.721155,2.4816897638186416e-110,5.4118563206702234e-107
9,HIST1H2AC,22.194391,8.331446,3.890891488612388e-109,7.424307321708513e-106
9,CLU,22.144175,10.539283,1.187176479678247e-108,2.013583218032049e-105
9,SH3BGRL3,21.891327,2.9724078,3.1423897260587776e-106,4.796857916828724e-103
9,CCL5,21.728722,6.042828,1.0981639635064766e-104,1.2894979156097206e-101
9,H3F3A,21.399157,3.317457,1.3604849936501414e-101,6.922601142689803e-99
9,SPARC,20.857079,9.498687,1.314628508849463e-96,3.5835364620691165e-94
9,GP9,20.77767,11.727355,6.892352789656585e-96,1.7535294222351295e-93
9,ITGA2B,20.769321,11.012256,8.200879720339036e-96,2.0522365398520554e-93
9,TMSB4X,20.72298,2.105944,2.1496028139666507e-95,5.208521738920782e-93
9,MYL6,20.6058,2.710169,2.4345698194961694e-94,5.630864893122579e-92
9,NCOA4,20.558168,5.24782,6.504259211673564e-94,1.3789932898082908e-91
9,TUBA4A,20.26459,5.3385262,2.641524173135629e-91,5.1041603168247314e-89
9,ODC1,20.254612,5.9566402,3.2348812850877163e-91,6.096353434180739e-89
9,CD9,20.244143,8.579032,4.0008488953101846e-91,7.447921754501216e-89
9,OST4,20.237675,3.2184904,4.561980302969774e-91,8.390196304196818e-89
9,ACTB,20.217216,2.2430418,6.9071259400865e-91,1.2404385585343579e-88
9,MYL12A,20.198408,2.5108793,1.0110312473819574e-90,1.7945804641029744e-88
9,TREML1,20.000444,10.856077,5.45848927406057e-89,9.362229075116247e-87
